query,seed_eggNOG_ortholog,evalue,score,eggNOGs,domain,COG Cat.,eggNOG HMM Desc.,predicted name,GO_terms,EC,KEGG KO,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
WP_011094856.1,218491.ECA3343,2.60E-258,897.5,"COG0741@1|root,COG1388@1|root,COG0741@2|Bacteria,COG1388@2|Bacteria,1MWKE@1224|Proteobacteria,1RMFZ@1236|Gammaproteobacteria,1MQBE@122277|Pectobacterium",1236|Gammaproteobacteria,M,Lysin motif,mltD,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0008150,GO:0008932,GO:0008933,GO:0009893,GO:0016020,GO:0016740,GO:0016757,GO:0019222,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0043085,GO:0044093,GO:0044464,GO:0048518,GO:0050789,GO:0050790,GO:0051341,GO:0051353,GO:0061783,GO:0065007,GO:0065009",-,ko:K08307,-,-,-,-,"ko00000,ko01000,ko01011",-,-,-,"LysM,SLT"
WP_011094857.1,218491.ECA3344,9.90E-146,522.7,"COG3021@1|root,COG3021@2|Bacteria,1MVPP@1224|Proteobacteria,1RMBH@1236|Gammaproteobacteria,1MQTC@122277|Pectobacterium",1236|Gammaproteobacteria,L,Endonuclease Exonuclease phosphatase,yafD,-,-,-,-,-,-,-,-,-,-,-,Exo_endo_phos
WP_011094858.1,218491.ECA3345,0,1641.7,"COG0542@1|root,COG0542@2|Bacteria,1MURH@1224|Proteobacteria,1RN55@1236|Gammaproteobacteria,1MPR6@122277|Pectobacterium",1236|Gammaproteobacteria,O,"Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE",clpB,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0006986,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009266,GO:0009408,GO:0009628,GO:0010033,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0030554,GO:0031249,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0035966,GO:0036094,GO:0042221,GO:0042623,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564",-,ko:K03695,"ko04213,map04213",-,-,-,"ko00000,ko00001,ko03110",-,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N"
WP_011094859.1,218491.ECA3346,2.80E-139,501.1,"COG1496@1|root,COG1496@2|Bacteria,1MW2H@1224|Proteobacteria,1RNV4@1236|Gammaproteobacteria,1MRQS@122277|Pectobacterium",1236|Gammaproteobacteria,S,Belongs to the multicopper oxidase YfiH RL5 family,yfiH,"GO:0003674,GO:0003824,GO:0005488,GO:0005507,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0016491,GO:0016679,GO:0016682,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0046983,GO:0055114",-,ko:K05810,-,-,-,-,"ko00000,ko01000",-,-,-,Cu-oxidase_4
WP_011094860.1,218491.ECA3347,1.30E-182,645.6,"COG0564@1|root,COG0564@2|Bacteria,1MUBN@1224|Proteobacteria,1RN7F@1236|Gammaproteobacteria,1MRN0@122277|Pectobacterium",1236|Gammaproteobacteria,G,Responsible for synthesis of pseudouridine from uracil,rluD,"GO:0000027,GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022607,GO:0022613,GO:0022618,GO:0031118,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0043170,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360",5.4.99.23,ko:K06180,-,-,-,-,"ko00000,ko01000,ko03009",-,-,"iE2348C_1286.E2348C_2868,iECED1_1282.ECED1_3035,iECSF_1327.ECSF_2432","PseudoU_synth_2,S4"
WP_011094861.1,218491.ECA3348,2.90E-131,474.6,"COG4105@1|root,COG4105@2|Bacteria,1MVS5@1224|Proteobacteria,1RSE6@1236|Gammaproteobacteria,1MPRI@122277|Pectobacterium",1236|Gammaproteobacteria,M,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane. Constitutes, with BamA, the core component of the assembly machinery",bamD,"GO:0005575,GO:0005623,GO:0008104,GO:0008150,GO:0009279,GO:0009987,GO:0016020,GO:0016043,GO:0019867,GO:0022607,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031241,GO:0031246,GO:0031975,GO:0032991,GO:0033036,GO:0034613,GO:0043163,GO:0043165,GO:0044085,GO:0044091,GO:0044425,GO:0044462,GO:0044464,GO:0045184,GO:0045229,GO:0051179,GO:0051205,GO:0051234,GO:0051641,GO:0061024,GO:0070727,GO:0071709,GO:0071840,GO:0071944,GO:0072657,GO:0090150,GO:0098552,GO:0098796,GO:1990063",-,ko:K05807,-,-,-,-,"ko00000,ko02000",1.B.33.1,-,-,YfiO
WP_011094862.1,218491.ECA3349,1.60E-55,221.9,"COG1544@1|root,COG1544@2|Bacteria,1RD2Y@1224|Proteobacteria,1S6GT@1236|Gammaproteobacteria,1MSMA@122277|Pectobacterium",1236|Gammaproteobacteria,J,sigma (54) modulation protein,raiA,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006417,GO:0006446,GO:0006448,GO:0006950,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015935,GO:0017148,GO:0019222,GO:0022626,GO:0022627,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0043021,GO:0043022,GO:0043024,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044877,GO:0045900,GO:0045947,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0080090,GO:1990904,GO:2000112,GO:2000113",-,ko:K05809,-,-,-,-,"ko00000,ko03009",-,-,-,Ribosomal_S30AE
WP_011094863.1,218491.ECA3350,1.60E-216,758.4,"COG0077@1|root,COG1605@1|root,COG0077@2|Bacteria,COG1605@2|Bacteria,1MU60@1224|Proteobacteria,1RNRD@1236|Gammaproteobacteria,1MRQZ@122277|Pectobacterium",1236|Gammaproteobacteria,E,chorismate mutase,pheA,"GO:0003674,GO:0003824,GO:0004106,GO:0004664,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006558,GO:0006570,GO:0006571,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009094,GO:0009095,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016866,GO:0017144,GO:0019438,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902221,GO:1902223","4.2.1.51,5.4.99.5",ko:K14170,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230","M00024,M00025","R00691,R01373,R01715","RC00360,RC03116","ko00000,ko00001,ko00002,ko01000",-,-,iECNA114_1301.ECNA114_2667,"CM_2,DAHP_synth_1,PDT"
WP_011094864.1,218491.ECA3351,9.90E-208,729.2,"COG0287@1|root,COG1605@1|root,COG0287@2|Bacteria,COG1605@2|Bacteria,1MVUT@1224|Proteobacteria,1RQB3@1236|Gammaproteobacteria,1MR46@122277|Pectobacterium",1236|Gammaproteobacteria,E,Prephenate dehydrogenase,tyrA,"GO:0000166,GO:0003674,GO:0003824,GO:0004106,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006558,GO:0006570,GO:0006571,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008977,GO:0009058,GO:0009072,GO:0009073,GO:0009094,GO:0009095,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016853,GO:0016866,GO:0017144,GO:0019438,GO:0019752,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0070403,GO:0071704,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902221,GO:1902223","1.3.1.12,5.4.99.5","ko:K04517,ko:K14187","ko00400,ko00401,ko01100,ko01110,ko01130,ko01230,map00400,map00401,map01100,map01110,map01130,map01230","M00024,M00025","R01715,R01728","RC00125,RC03116","ko00000,ko00001,ko00002,ko01000",-,-,iECUMN_1333.ECUMN_2925,"ACT,CM_2,PDH"
WP_011094865.1,218491.ECA3352,2.40E-203,714.5,"COG0722@1|root,COG0722@2|Bacteria,1MU5Q@1224|Proteobacteria,1RMAA@1236|Gammaproteobacteria,1MRJ8@122277|Pectobacterium",1236|Gammaproteobacteria,E,Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP),aroF,"GO:0003674,GO:0003824,GO:0003849,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019438,GO:0019752,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.54,ko:K01626,"ko00400,ko01100,ko01110,ko01130,ko01230,ko02024,map00400,map01100,map01110,map01130,map01230,map02024",M00022,R01826,RC00435,"ko00000,ko00001,ko00002,ko01000",-,-,"iAPECO1_1312.APECO1_3932,iECOK1_1307.ECOK1_2946,iECS88_1305.ECS88_2787,iUMN146_1321.UM146_03705,iUTI89_1310.UTI89_C2934",DAHP_synth_1
WP_011094866.1,218491.ECA3353,1.70E-128,465.3,"COG3279@1|root,COG3279@2|Bacteria,1MUE8@1224|Proteobacteria,1RMJJ@1236|Gammaproteobacteria,1MPUK@122277|Pectobacterium",1236|Gammaproteobacteria,K,response regulator,yehT,"GO:0000156,GO:0000160,GO:0003674,GO:0006355,GO:0007154,GO:0007165,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031326,GO:0035556,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141",-,"ko:K02477,ko:K07705","ko02020,map02020",M00492,-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"LytTR,Response_reg"
WP_011094868.1,218491.ECA3355,5.40E-175,620.2,"COG0500@1|root,COG2226@2|Bacteria,1NEAV@1224|Proteobacteria,1RQE6@1236|Gammaproteobacteria,1MSBP@122277|Pectobacterium",1236|Gammaproteobacteria,Q,Methyltransferase domain,-,-,-,-,-,-,-,-,-,-,-,-,"Methyltransf_25,Methyltransf_31"
WP_011094869.1,218491.ECA3356,6.00E-55,219.9,"COG0335@1|root,COG0335@2|Bacteria,1RH3A@1224|Proteobacteria,1S5XX@1236|Gammaproteobacteria,1MSMR@122277|Pectobacterium",1236|Gammaproteobacteria,J,This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site,rplS,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070180,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02884,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L19
WP_011094870.1,218491.ECA3357,4.10E-141,507.3,"COG0336@1|root,COG0336@2|Bacteria,1MUN1@1224|Proteobacteria,1RMWC@1236|Gammaproteobacteria,1MREV@122277|Pectobacterium",1236|Gammaproteobacteria,J,Belongs to the RNA methyltransferase TrmD family,trmD,"GO:0000287,GO:0001510,GO:0002939,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009019,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0016772,GO:0016779,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0050518,GO:0052906,GO:0070567,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360",2.1.1.228,ko:K00554,-,-,R00597,"RC00003,RC00334","ko00000,ko01000,ko03016",-,-,-,tRNA_m1G_MT
WP_011094871.1,218491.ECA3358,4.70E-102,377.1,"COG0806@1|root,COG0806@2|Bacteria,1MWQR@1224|Proteobacteria,1RNJ2@1236|Gammaproteobacteria,1MQCZ@122277|Pectobacterium",1236|Gammaproteobacteria,J,"An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes",rimM,"GO:0000028,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0022607,GO:0022613,GO:0022618,GO:0030490,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360",-,ko:K02860,-,-,-,-,"ko00000,ko03009",-,-,-,"PRC,RimM"
WP_011094872.1,218491.ECA3359,8.10E-38,162.5,"COG0228@1|root,COG0228@2|Bacteria,1MZCT@1224|Proteobacteria,1S8RT@1236|Gammaproteobacteria,1MSS0@122277|Pectobacterium",1236|Gammaproteobacteria,J,Belongs to the bacterial ribosomal protein bS16 family,rpsP,"GO:0000028,GO:0000217,GO:0000400,GO:0003674,GO:0003676,GO:0003677,GO:0003735,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006259,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016787,GO:0016788,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02959,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011,ko03029",-,-,-,Ribosomal_S16
WP_011094873.1,218491.ECA3360,5.70E-234,816.6,"COG0541@1|root,COG0541@2|Bacteria,1MVIA@1224|Proteobacteria,1RMU9@1236|Gammaproteobacteria,1MQ4N@122277|Pectobacterium",1236|Gammaproteobacteria,U,"Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY. Interaction with FtsY leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components",ffh,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006605,GO:0006612,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033036,GO:0034613,GO:0035639,GO:0036094,GO:0042886,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0072657,GO:0090150,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1990904",3.6.5.4,ko:K03106,"ko02024,ko03060,ko03070,map02024,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko01000,ko02044","3.A.5.1,3.A.5.2,3.A.5.7,3.A.5.8,3.A.5.9",-,-,"SRP54,SRP54_N,SRP_SPB"
WP_011094874.1,218491.ECA3361,6.20E-140,503.4,"COG4137@1|root,COG4137@2|Bacteria,1R3YD@1224|Proteobacteria,1RPUQ@1236|Gammaproteobacteria,1MQII@122277|Pectobacterium",1236|Gammaproteobacteria,S,Cytochrome C assembly protein,ypjD,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,Cytochrom_C_asm
WP_011094875.1,218491.ECA3362,1.00E-95,355.9,"COG1854@1|root,COG1854@2|Bacteria,1MWQF@1224|Proteobacteria,1RMDZ@1236|Gammaproteobacteria,1MPVY@122277|Pectobacterium",1236|Gammaproteobacteria,H,"Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5- dihydroxy-2,3-pentadione (DPD)",luxS,"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006534,GO:0006555,GO:0006575,GO:0006725,GO:0006732,GO:0006790,GO:0006807,GO:0007154,GO:0007267,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009086,GO:0009116,GO:0009119,GO:0009372,GO:0009987,GO:0010699,GO:0016053,GO:0016829,GO:0016846,GO:0017144,GO:0019284,GO:0019752,GO:0023052,GO:0033353,GO:0034641,GO:0042278,GO:0043094,GO:0043102,GO:0043436,GO:0043768,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0046128,GO:0046394,GO:0046439,GO:0046483,GO:0046498,GO:0046500,GO:0051186,GO:0051704,GO:0055086,GO:0071265,GO:0071267,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901657",4.4.1.21,ko:K07173,"ko00270,ko01100,ko01230,ko02024,ko02026,ko05111,map00270,map01100,map01230,map02024,map02026,map05111",M00609,R01291,"RC00069,RC01929","ko00000,ko00001,ko00002,ko01000",-,-,"iECIAI39_1322.ECIAI39_2877,iPC815.YPO3300",LuxS
WP_011094876.1,218491.ECA3363,2.40E-300,1037.3,"COG2918@1|root,COG2918@2|Bacteria,1MW9B@1224|Proteobacteria,1RPNQ@1236|Gammaproteobacteria,1MSAU@122277|Pectobacterium",1236|Gammaproteobacteria,F,Belongs to the glutamate--cysteine ligase type 1 family. Type 1 subfamily,gshA,"GO:0003674,GO:0003824,GO:0004357,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0008152,GO:0009058,GO:0009628,GO:0009987,GO:0010035,GO:0010038,GO:0016874,GO:0016879,GO:0016881,GO:0019184,GO:0034641,GO:0042221,GO:0042398,GO:0043043,GO:0043167,GO:0043169,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044444,GO:0044464,GO:0046685,GO:0046689,GO:0046872,GO:0050896,GO:0051186,GO:0051188,GO:0051716,GO:0070887,GO:0071241,GO:0071243,GO:0071248,GO:0071288,GO:0071704,GO:1901564,GO:1901566,GO:1901576",6.3.2.2,ko:K01919,"ko00270,ko00480,ko01100,map00270,map00480,map01100",M00118,"R00894,R10993","RC00064,RC00090","ko00000,ko00001,ko00002,ko01000",-,-,iEC042_1314.EC042_2885,Glu_cys_ligase
WP_011094877.1,218491.ECA3364,1.60E-73,282,"COG1238@1|root,COG1238@2|Bacteria,1RHUV@1224|Proteobacteria,1S69A@1236|Gammaproteobacteria,1MSGU@122277|Pectobacterium",1236|Gammaproteobacteria,S,SNARE associated Golgi protein,yqaA,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,SNARE_assoc
WP_011094878.1,218491.ECA3365,1.80E-104,385.2,"COG0637@1|root,COG0637@2|Bacteria,1PUMZ@1224|Proteobacteria,1RNJC@1236|Gammaproteobacteria,1MQF9@122277|Pectobacterium",1236|Gammaproteobacteria,S,Haloacid dehalogenase-like hydrolase,yqaB,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008801,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016853,GO:0016866,GO:0016868,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872",-,-,-,-,-,-,-,-,-,"iSF_1195.SF2717,iSFxv_1172.SFxv_2981,iS_1188.S2904",HAD_2
WP_011094879.1,218491.ECA3367,0,1718.4,"COG0013@1|root,COG0013@2|Bacteria,1MU9A@1224|Proteobacteria,1RMWZ@1236|Gammaproteobacteria,1MR5B@122277|Pectobacterium",1236|Gammaproteobacteria,J,Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain,alaS,"GO:0001130,GO:0001131,GO:0001141,GO:0001217,GO:0002161,GO:0002196,GO:0003674,GO:0003700,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006355,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006419,GO:0006450,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009451,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0016597,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0019219,GO:0019222,GO:0019538,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031406,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036094,GO:0042802,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043177,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0052689,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0080090,GO:0090304,GO:0106074,GO:0140098,GO:0140101,GO:0140110,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",6.1.1.7,ko:K01872,"ko00970,map00970","M00359,M00360",R03038,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,"iECABU_c1320.ECABU_c29670,iECED1_1282.ECED1_3146,iEcHS_1320.EcHS_A2833,iJN746.PP_4474","DHHA1,tRNA-synt_2c,tRNA_SAD"
